Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino
AZU - 2637,AZUL,Regional,2016-01-14T12:33:00Z,2016-01-14T12:33:00Z,2016-01-14T13:58:00Z,2016-01-14T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-24T12:33:00Z,2016-01-24T12:29:00Z,2016-01-24T13:58:00Z,2016-01-24T13:56:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-07T12:33:00Z,2016-01-07T12:26:00Z,2016-01-07T13:58:00Z,2016-01-07T13:56:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-02T12:33:00Z,2016-01-02T12:33:00Z,2016-01-02T13:58:00Z,2016-01-02T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-30T12:33:00Z,2016-01-30T12:32:00Z,2016-01-30T13:58:00Z,2016-01-30T13:57:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-28T12:33:00Z,2016-01-28T12:33:00Z,2016-01-28T13:58:00Z,2016-01-28T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-22T12:33:00Z,2016-01-22T12:33:00Z,2016-01-22T13:58:00Z,2016-01-22T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-08T12:33:00Z,2016-01-08T12:33:00Z,2016-01-08T13:58:00Z,2016-01-08T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-17T12:33:00Z,2016-01-17T12:22:00Z,2016-01-17T13:58:00Z,2016-01-17T13:52:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-04T12:33:00Z,2016-01-04T13:19:00Z,2016-01-04T13:58:00Z,2016-01-04T14:52:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-19T12:33:00Z,2016-01-19T12:14:00Z,2016-01-19T13:58:00Z,2016-01-19T13:47:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-26T12:33:00Z,2016-01-26T12:33:00Z,2016-01-26T13:58:00Z,2016-01-26T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-05T12:33:00Z,2016-01-05T12:43:00Z,2016-01-05T13:58:00Z,2016-01-05T14:18:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-16T12:33:00Z,2016-01-16T12:33:00Z,2016-01-16T13:58:00Z,2016-01-16T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-23T12:33:00Z,2016-01-23T12:15:00Z,2016-01-23T13:58:00Z,2016-01-23T13:48:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-10T12:33:00Z,2016-01-10T12:33:00Z,2016-01-10T13:58:00Z,2016-01-10T13:56:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-11T12:33:00Z,2016-01-11T12:33:00Z,2016-01-11T13:58:00Z,2016-01-11T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-01T12:33:00Z,2016-01-01T12:28:00Z,2016-01-01T13:58:00Z,2016-01-01T13:56:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-09T12:33:00Z,2016-01-09T12:23:00Z,2016-01-09T13:58:00Z,2016-01-09T13:48:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-03T12:33:00Z,2016-01-03T12:33:00Z,2016-01-03T13:58:00Z,2016-01-03T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-20T12:33:00Z,2016-01-20T12:18:00Z,2016-01-20T13:58:00Z,2016-01-20T14:04:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-25T12:33:00Z,2016-01-25T12:23:00Z,2016-01-25T13:58:00Z,2016-01-25T13:53:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-13T12:33:00Z,2016-01-13T12:24:00Z,2016-01-13T13:58:00Z,2016-01-13T13:52:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-27T12:33:00Z,2016-01-27T12:16:00Z,2016-01-27T13:58:00Z,2016-01-27T13:53:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-12T12:33:00Z,2016-01-12T12:50:00Z,2016-01-12T13:58:00Z,2016-01-12T14:17:00Z,Realizado,CONEXAO DE AERONAVE,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-29T12:33:00Z,2016-01-29T12:19:00Z,2016-01-29T13:58:00Z,2016-01-29T13:49:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-06T12:33:00Z,2016-01-06T12:33:00Z,2016-01-06T13:58:00Z,2016-01-06T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-21T12:33:00Z,2016-01-21T12:18:00Z,2016-01-21T13:58:00Z,2016-01-21T13:53:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-31T12:33:00Z,2016-01-31T12:33:00Z,2016-01-31T13:58:00Z,2016-01-31T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Nacional,2016-01-15T12:33:00Z,2016-01-15T12:23:00Z,2016-01-15T13:58:00Z,2016-01-15T13:54:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2637,AZUL,Regional,2016-01-18T12:33:00Z,2016-01-18T12:33:00Z,2016-01-18T13:58:00Z,2016-01-18T13:58:00Z,Realizado,,Fernando De Noronha,Fernando De Noronha,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil
AZU - 2638,AZUL,Nacional,2016-01-04T06:27:00Z,2016-01-04T06:21:00Z,2016-01-04T08:50:00Z,2016-01-04T08:49:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-19T06:27:00Z,2016-01-19T06:29:00Z,2016-01-19T08:50:00Z,2016-01-19T08:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-29T06:27:00Z,2016-01-29T06:22:00Z,2016-01-29T08:50:00Z,2016-01-29T08:40:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-28T06:27:00Z,2016-01-28T06:27:00Z,2016-01-28T08:50:00Z,2016-01-28T08:48:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-23T06:27:00Z,2016-01-23T06:21:00Z,2016-01-23T08:50:00Z,2016-01-23T08:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-09T06:27:00Z,2016-01-09T06:24:00Z,2016-01-09T08:50:00Z,2016-01-09T08:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-24T06:27:00Z,2016-01-24T06:23:00Z,2016-01-24T08:50:00Z,2016-01-24T08:33:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-02T06:27:00Z,2016-01-02T06:26:00Z,2016-01-02T08:50:00Z,2016-01-02T08:38:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-05T06:27:00Z,2016-01-05T06:24:00Z,2016-01-05T08:50:00Z,2016-01-05T08:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-15T06:27:00Z,2016-01-15T06:26:00Z,2016-01-15T08:50:00Z,2016-01-15T08:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-17T06:27:00Z,2016-01-17T06:27:00Z,2016-01-17T08:50:00Z,2016-01-17T08:37:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-03T06:27:00Z,2016-01-03T06:45:00Z,2016-01-03T08:50:00Z,2016-01-03T08:52:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-20T06:27:00Z,2016-01-20T06:25:00Z,2016-01-20T08:50:00Z,2016-01-20T08:44:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-27T06:27:00Z,2016-01-27T06:18:00Z,2016-01-27T08:50:00Z,2016-01-27T08:40:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-25T06:27:00Z,2016-01-25T06:25:00Z,2016-01-25T08:50:00Z,2016-01-25T08:43:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-10T06:27:00Z,2016-01-10T06:18:00Z,2016-01-10T08:50:00Z,2016-01-10T08:30:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-14T06:27:00Z,2016-01-14T06:28:00Z,2016-01-14T08:50:00Z,2016-01-14T08:49:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-06T06:27:00Z,2016-01-06T06:21:00Z,2016-01-06T08:50:00Z,2016-01-06T08:34:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-21T06:27:00Z,2016-01-21T06:24:00Z,2016-01-21T08:50:00Z,2016-01-21T08:39:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-30T06:27:00Z,2016-01-30T06:33:00Z,2016-01-30T08:50:00Z,2016-01-30T08:43:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-11T06:27:00Z,2016-01-11T06:33:00Z,2016-01-11T08:50:00Z,2016-01-11T08:48:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-22T06:27:00Z,2016-01-22T06:20:00Z,2016-01-22T08:50:00Z,2016-01-22T08:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-08T06:27:00Z,2016-01-08T06:14:00Z,2016-01-08T08:50:00Z,2016-01-08T08:31:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Regional,2016-01-01T06:27:00Z,,2016-01-01T08:50:00Z,,Cancelado,AUTORIZADO,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-07T06:27:00Z,2016-01-07T06:19:00Z,2016-01-07T08:50:00Z,2016-01-07T08:32:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-31T06:27:00Z,2016-01-31T06:22:00Z,2016-01-31T08:50:00Z,2016-01-31T08:37:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-26T06:27:00Z,2016-01-26T06:20:00Z,2016-01-26T08:50:00Z,2016-01-26T08:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-16T06:27:00Z,2016-01-16T06:25:00Z,2016-01-16T08:50:00Z,2016-01-16T08:39:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-13T06:27:00Z,2016-01-13T06:34:00Z,2016-01-13T08:50:00Z,2016-01-13T08:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Regional,2016-01-12T06:27:00Z,2016-01-12T06:27:00Z,2016-01-12T08:50:00Z,2016-01-12T08:50:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2638,AZUL,Nacional,2016-01-18T06:27:00Z,2016-01-18T06:25:00Z,2016-01-18T08:50:00Z,2016-01-18T08:34:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil
AZU - 2639,AZUL,Nacional,2016-01-13T19:40:00Z,2016-01-13T19:40:00Z,2016-01-13T20:47:00Z,2016-01-13T20:47:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-20T19:40:00Z,2016-01-20T19:35:00Z,2016-01-20T20:47:00Z,2016-01-20T21:24:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-04T19:40:00Z,2016-01-04T19:39:00Z,2016-01-04T20:47:00Z,2016-01-04T20:44:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-11T19:40:00Z,2016-01-11T19:38:00Z,2016-01-11T20:47:00Z,2016-01-11T20:39:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-08T19:40:00Z,2016-01-08T19:40:00Z,2016-01-08T20:47:00Z,2016-01-08T20:47:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-25T19:40:00Z,2016-01-25T19:36:00Z,2016-01-25T20:47:00Z,2016-01-25T20:35:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-28T19:40:00Z,2016-01-28T20:28:00Z,2016-01-28T20:47:00Z,2016-01-28T21:30:00Z,Realizado,AEROPORTO DESTINO ABAIXO DOS LIMITES,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-22T19:40:00Z,2016-01-22T19:36:00Z,2016-01-22T20:47:00Z,2016-01-22T20:38:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-10T19:40:00Z,2016-01-10T19:39:00Z,2016-01-10T20:47:00Z,2016-01-10T21:02:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-07T19:40:00Z,2016-01-07T19:39:00Z,2016-01-07T20:47:00Z,2016-01-07T20:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-19T19:40:00Z,2016-01-19T19:35:00Z,2016-01-19T20:47:00Z,2016-01-19T20:35:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-05T19:40:00Z,2016-01-05T19:24:00Z,2016-01-05T20:47:00Z,2016-01-05T20:36:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-18T19:40:00Z,2016-01-18T19:37:00Z,2016-01-18T20:47:00Z,2016-01-18T20:35:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-21T19:40:00Z,2016-01-21T19:38:00Z,2016-01-21T20:47:00Z,2016-01-21T20:32:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-01T19:40:00Z,,2016-01-01T20:47:00Z,,Cancelado,AUTORIZADO,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-17T19:40:00Z,,2016-01-17T20:47:00Z,,Cancelado,CANCELAMENTO - AEROPORTO ORIGEM ABAIXO LIMITES,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-14T19:40:00Z,2016-01-14T20:03:00Z,2016-01-14T20:47:00Z,2016-01-14T21:20:00Z,Realizado,ATRASO DEVIDO RETORNO - CONDICOES METEOROLOGICAS,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-12T19:40:00Z,2016-01-12T19:58:00Z,2016-01-12T20:47:00Z,2016-01-12T21:08:00Z,Realizado,AEROPORTO ORIGEM ABAIXO DOS LIMITES,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-31T19:40:00Z,2016-01-31T19:37:00Z,2016-01-31T20:47:00Z,2016-01-31T20:38:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-06T19:40:00Z,2016-01-06T19:30:00Z,2016-01-06T20:47:00Z,2016-01-06T20:39:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-03T19:40:00Z,2016-01-03T19:28:00Z,2016-01-03T20:47:00Z,2016-01-03T20:35:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-26T19:40:00Z,2016-01-26T19:40:00Z,2016-01-26T20:47:00Z,2016-01-26T20:47:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-15T19:40:00Z,,2016-01-15T20:47:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-27T19:40:00Z,2016-01-27T19:40:00Z,2016-01-27T20:47:00Z,2016-01-27T20:47:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-29T19:40:00Z,2016-01-29T19:35:00Z,2016-01-29T20:47:00Z,2016-01-29T20:33:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2639,AZUL,Nacional,2016-01-24T19:40:00Z,2016-01-24T19:38:00Z,2016-01-24T20:47:00Z,2016-01-24T20:42:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil
AZU - 2641,AZUL,Nacional,2016-01-14T10:23:00Z,2016-01-14T10:30:00Z,2016-01-14T13:30:00Z,2016-01-14T13:55:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Viracopos,Campinas,SP,Brasil,Senador Petronio Portella,Teresina,PI,Brasil
AZU - 2641,AZUL,Regional,2016-01-10T10:23:00Z,2016-01-10T10:23:00Z,2016-01-10T13:30:00Z,2016-01-10T13:30:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Senador Petronio Portella,Teresina,PI,Brasil
